State,District,A.1-total,A.1-rural,A.1-urban,A.2-total,A.2-rural,A.2-urban,A.3-total,A.3-rural,A.3-urban,A.4-total,A.4-rural,A.4-urban,A.5-total,A.5-rural,A.5-urban,A.6-total,A.6-rural,A.6-urban,A.7-total,A.7-rural,A.7-urban,A.8-total,A.8-rural,A.8-urban,A.9-total,A.9-rural,A.9-urban,A.10-total,A.10-rural,A.10-urban,A.11-total,A.11-rural,A.11-urban,A.12-total,A.12-rural,A.12-urban,A.13-total,A.13-rural,A.13-urban,A.14-total,A.14-rural,A.14-urban,A.15-total,A.15-rural,A.15-urban,A.16-total,A.16-rural,A.16-urban,A.17-total,A.17-rural,A.17-urban,A.18-total,A.18-rural,A.18-urban,A.19-total,A.19-rural,A.19-urban,A.20-total,A.20-rural,A.20-urban,A.21-total,A.21-rural,A.21-urban,A.22-total,A.22-nan,A.23-total,A.23-nan,A.24-total,A.24-nan,A.25-total,A.25-nan,B.1-total,B.1-male,B.1-female,B.2-primary,B.2-upper,B.3-primary,B.3-upper,B.4-primary,B.4-upper,B.5-primary,B.5-upper,B.6-primary,B.6-upper,B.7-primary,B.7-upper,B.8-primary,B.8-upper,B.9-primary,B.9-upper,B.10-primary,B.10-upper,B.11-primary,B.11-upper,B.12-primary,B.12-upper,B.13-primary,B.13-upper,C.1-total,C.1-rural,C.1-urban,C.2-total,C.2-rural,C.2-urban,C.3-ptotal,C.3-ntotal,C.3-prural,C.3-nrural,C.3-purban,C.3-nurban,C.4-ptotal,C.4-ntotal,C.4-prural,C.4-nrural,C.4-purban,C.4-nurban,C.5-ptotal,C.5-ntotal,C.5-prural,C.5-nrural,C.5-purban,C.5-nurban,D.1-total,D.1-rural,D.1-urban,D.2-total,D.2-rural,D.2-urban,D.3-ptotal,D.3-ntotal,D.3-prural,D.3-nrural,D.3-purban,D.3-nurban,D.4-ptotal,D.4-ntotal,D.4-prural,D.4-nrural,D.4-purban,D.4-nurban,D.5-ptotal,D.5-ntotal,D.5-prural,D.5-nrural,D.5-purban,D.5-nurban,E.1-total,E.1-rural,E.1-urban,E.2-total,E.2-rural,E.2-urban,E.3-total,E.3-rural,E.3-urban
Uttar Pradesh.xlsx,17. Bulandshahr,896,893,907,Not available,Not available,Not available,Not available,Not available,Not available,67.7,67.2,68.8,37,34.7,41.6,20.2,21.2,18.3,53.8,49.9,61.9,46.4,41.7,59.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22,21.7,22.6,24.3,24,25,1.2,1.6,0.4,11.3,13,8.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,68.88,80.93,55.57,85.7,62.7,74,42.1,10.5,2.45,35,23,31,19,50.2,53.3,45.1,35.5,14.5,66.8,100,100,100.1,100,99.8,99.4,46.6,51.4,Not available,Not available,Not available,582676,438742,143934,38.42993361662399,223922,25.785541388788857,113132,76.97277919046229,110790,0.2409572386712341,1404,0.2794352945466812,1226,0.1236677921825281,178,0.18826929545750984,1097,0.14222481549521132,624,0.3286228410243584,473,Not available,Not available,Not available,582676,438742,143934,77.37061420068785,450820,73.44658136216728,322241,89.33191601706338,128579,17.099554469379207,99635,12.179595297464113,53437,32.09665541150805,46198,4.899635474946626,28549,4.439511147781612,19478,6.302194061166924,9071,2.94,2.53,4.16,65.46,64.97,66.95,1.35,0.65,3.47
Uttar Pradesh.xlsx,18. Chandauli,918,920,906,Not available,Not available,Not available,Not available,Not available,Not available,62.5,62.1,66.3,44.7,44.3,48.6,13.2,13.3,12.3,61,60.8,63.2,29.1,27.6,46.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.3,20.1,22.3,22.4,21.9,26,19.5,20.8,7.7,29.2,32.7,5.8,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.48,81.72,60.35,93.3,74.2,90.5,66,6.7,Not available,47,35,29,26,49.3,52.3,37.3,28.2,15.1,50.1,99.8,100,99.9,99.8,99.5,98.8,44.4,40.2,Not available,Not available,Not available,294718,256548,38170,33.79569622486581,99602,27.719179256903193,71113,74.63714959392192,28489,0.46485114584110915,1370,0.47944244351934134,1230,0.36678019386953103,140,0.11129282907728744,328,0.07756833029296661,199,0.33796175006549645,129,Not available,Not available,Not available,294718,256548,38170,34.952395170977,103011,29.392940112571527,75407,72.31857479696096,27604,7.720600709831092,22754,3.5092848121988864,9003,36.02567461357087,13751,0.844875440251359,2490,0.5667555389244898,1454,2.71417343463453,1036,2.78,2.53,4.5,59.95,58.81,67.61,1.18,0.86,3.39
Uttar Pradesh.xlsx,19. Chitrakoot,879,878,892,Not available,Not available,Not available,Not available,Not available,Not available,63.8,63.2,69.8,44.7,44.1,50.4,23,23.9,14.7,65.1,64.4,74.3,36.2,35.8,45.3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.8,20.6,22.5,22.9,22.6,25.4,7,7.7,0.9,20.9,22.4,8.9,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,65.05,75.8,52.74,117.7,86.3,100,69.7,3.5,10.27,38,31,30,23,48.4,52.5,34,22.2,29.9,56.9,100,100,99.6,99.8,97.4,96.1,33.8,30.9,Not available,Not available,Not available,167458,150784,16674,24.511220724002435,41046,19.692407682512734,29693,68.0880412618448,11353,0.6318002125906197,1058,0.650599533106961,981,0.4617968094038623,77,0.07285408878644198,122,0.07427843803056026,112,0.05997361161089121,10,Not available,Not available,Not available,167458,150784,16674,15.660046101111922,26224,11.364601018675721,17136,54.50401823197792,9088,7.160601464247751,11991,3.649591468590832,5503,38.91087921314622,6488,0.616273931373837,1032,0.38730899830220716,584,2.686817800167926,448,1.54,1.46,2.31,47.83,46.4,60.74,0.49,0.3,2.27
Uttar Pradesh.xlsx,20. Deoria,1017,1028,928,Not available,Not available,Not available,Not available,Not available,Not available,46.9,45.6,55.9,29,26.7,44.9,23.9,25.4,12.5,63.9,64.5,58.8,34.7,33.6,43.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.6,22.4,24,24.6,24.2,27,3.8,4.1,1.4,11.4,13,1.9,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.13,83.27,59.38,92.7,69.6,81.6,55.1,9.9,Not available,37,24,32,21,52,55.3,40.3,31.1,14.8,69.2,99.4,99.5,99.2,98.9,96.9,85.1,24.5,27.5,Not available,Not available,Not available,472564,426692,45872,31.741943948332924,150001,27.788896909246013,118573,68.5123822811301,31428,0.3007000110038005,1421,0.31662182557910623,1351,0.15259853505406348,70,0.20378192160215336,963,0.17928622988010087,765,0.4316358562957796,198,Not available,Not available,Not available,472564,426692,45872,58.11297517373308,274621,55.36429087022958,236235,83.68067666550401,38386,10.432449361356346,49300,9.373740309169143,39997,20.280345308685035,9303,3.458579155415986,16344,3.4990109962220997,14930,3.0824904080920823,1414,3.04,2.91,4.31,75.77,75.61,77.28,0.95,0.7,3.23
Uttar Pradesh.xlsx,21. Etah,873,870,892,Not available,Not available,Not available,Not available,Not available,Not available,59.6,58.6,64.7,20.8,17.7,36.1,25.3,27,15.9,56.1,54.1,70,21.7,19,50,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.9,20.8,21.8,22.9,22.6,24.8,4,4.1,2.8,24.6,26.6,12.8,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,70.81,81.28,58.8,108.2,87.3,93.5,65.5,7.9,Not available,33,23,32,19,47.8,51.3,42.1,27.5,19.3,66.4,84.4,85.9,77.9,77.4,98.8,92.9,23.8,22.4,Not available,Not available,Not available,290474,245668,44806,23.957738041959004,69591,14.009964667762997,34418,78.50064723474534,35173,0.4554624510283193,1323,0.5112590976439748,1256,0.14953354461456056,67,0.33737959335431056,980,0.22306527508670235,548,0.9641565861714949,432,Not available,Not available,Not available,290474,245668,44806,41.37891859512383,120195,35.94770177638113,88312,71.15788064098558,31883,11.802777529142023,34284,9.385430743930833,23057,25.056912020711515,11227,2.5265600363543728,7339,1.920478043538434,4718,5.84966299156363,2621,2.95,2.68,4.43,64.52,63.67,69.21,0.91,0.51,3.06
Uttar Pradesh.xlsx,22. Etawah,870,862,897,Not available,Not available,Not available,Not available,Not available,Not available,67.8,67.4,69.1,41.9,41.3,44,18.5,19.2,16.2,61.2,59.2,69.9,40.6,37.5,59.6,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.7,21.3,23,24,23.5,26,3.7,3.8,3.1,14.1,16.4,5.5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,78.41,86.06,69.61,139.1,94.3,100,68.2,2.9,15.24,39,27,30,22,49.3,50.8,40.4,33.1,19.9,45.2,100,100,100,100,99.9,99.6,38.9,37.7,Not available,Not available,Not available,275333,214002,61331,41.07680517773024,113098,29.255334062298484,62607,82.32541455381454,50491,0.3592014033915295,989,0.43784637526752085,937,0.08478583424369406,52,0.2186443324991919,602,0.16588630012803618,355,0.4027327126575468,247,Not available,Not available,Not available,275333,214002,61331,33.49834563964363,92232,22.135774432014653,47371,73.14571750012229,44861,12.146745940370387,33444,2.986420687657125,6391,44.10983026528183,27053,1.8468545361435063,5085,1.1630732423061467,2489,4.232769724935188,2596,4.26,4.16,4.6,58.34,55.99,66.52,1.08,0.67,2.49
Uttar Pradesh.xlsx,23. Faizabad,962,974,886,Not available,Not available,Not available,Not available,Not available,Not available,62.5,62.1,65.6,30.3,28,47.1,13.8,13.9,13.4,66.3,65.6,72.9,27.4,27.3,28.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.7,21.3,23.8,23.8,23.1,27.3,5.9,6.9,1.6,15,17.2,6,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,68.73,78.12,59.03,111.2,86.7,91.4,66.3,9,Not available,35,29,29,26,48.6,51.3,48.2,32.9,28,68.3,100,100,100,99.9,99.5,99.1,33.8,37.2,Not available,Not available,Not available,417829,362059,55770,30.575666121786664,127754,22.851524199094623,82736,80.72081764389458,45018,0.3714438203188386,1552,0.39827762878425893,1442,0.19723865877712032,110,0.17949926883964493,750,0.10523146779944706,381,0.6616460462614309,369,Not available,Not available,Not available,417829,362059,55770,54.99905463718411,229802,50.70858616965743,183595,82.85278823740362,46207,10.753442197645448,44931,7.897607848444591,28594,29.293526985834678,16337,2.766921396073513,11561,2.7009410068524744,9779,3.195266272189349,1782,3.64,3.35,5.55,60.47,59.22,68.53,1.14,0.65,4.31
Uttar Pradesh.xlsx,24. Farrukhabad,874,871,884,Not available,Not available,Not available,Not available,Not available,Not available,58.6,57.8,60.4,32.3,28.2,43.2,23.9,26.7,15.9,39.7,36,53.7,49.6,48.4,55.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.4,21.9,23.9,24.4,23.5,27.2,3.8,5.2,0,15.7,20.5,2.4,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,69.04,77.4,59.44,109.7,82.8,100,70.1,12.8,6.57,38,25,28,20,49,52.1,45.8,35.4,29.4,74.4,100,100,100.2,100,99.1,97.2,28.7,30.1,Not available,Not available,Not available,308056,239285,68771,28.592528631157972,88081,15.710136448168502,37592,73.41612016693084,50489,0.6450125951125769,1987,0.7681216958856594,1838,0.21666109261171135,149,0.2658607525904381,819,0.22065737509664207,528,0.42314347617455034,291,Not available,Not available,Not available,308056,239285,68771,35.16308723089308,108322,30.791733706667777,73680,50.372976981576535,34642,8.349780559378814,25722,3.825981570094239,9155,24.090096116095445,16567,1.9259485288389124,5933,1.7652590007731366,4224,2.485059109217548,1709,2.81,2.6,3.52,59.55,57.56,66.46,0.85,0.54,1.94
Uttar Pradesh.xlsx,25. Fatehpur,901,901,905,Not available,Not available,Not available,Not available,Not available,Not available,68.6,68.5,69.8,42.7,42.3,45.7,18.6,18.6,18.2,57.9,57.6,60.6,30.5,29.2,43,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.2,21.9,24.1,24.8,24.5,26.9,0.7,0.8,0,9.1,9.7,5.6,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,67.43,77.19,56.58,94.6,66.6,81.9,50.6,12.8,8.03,27,20,25,20,48.7,52.3,41.6,24.5,23.9,74.3,83.5,85.5,77.8,80.6,96.2,92.2,22.8,25.1,Not available,Not available,Not available,473021,416615,56406,15.911132909532558,75263,9.306193968052039,38771,64.69524518668227,36492,0.5259808761133227,2488,0.5633498553820674,2347,0.24997340708435273,141,0.11373702224636961,538,0.09601190547627907,400,0.2446548239548984,138,Not available,Not available,Not available,473021,416615,56406,18.723481621323366,88566,12.46186527129364,51918,64.9718115094139,36648,6.57645220825291,31108,1.4562605763114627,6067,44.394213381555154,25041,1.179228829164033,5578,0.4013297648908465,1672,6.924795234549516,3906,4.24,4.11,5.14,51.62,50.27,61.65,0.72,0.52,2.15
Uttar Pradesh.xlsx,26. Firozabad,875,867,893,Not available,Not available,Not available,Not available,Not available,Not available,74.8,76.1,71.1,32.3,31.2,35.7,15.3,15.9,13.5,64.5,63.9,66.7,25.2,19.8,47,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.4,21.1,22.7,23.5,22.9,25.4,3.6,4.1,2.2,16.8,20.4,6,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.92,80.82,61.75,98.4,63.6,89.8,49.9,9.8,Not available,36,22,29,17,49.2,52,45.3,30.9,29.3,68.8,100,100,100.2,100,96,92.7,41.5,34.2,Not available,Not available,Not available,412147,271428,140719,47.575258342290496,196080,29.271851098633896,79452,82.8800659470292,116628,0.31736249444979586,1308,0.31352697584626493,851,0.32476069329656976,457,0.4845358573518672,1997,0.30026379002903164,815,0.8399718588108216,1182,Not available,Not available,Not available,412147,271428,140719,33.437098899179176,137810,20.598464417819827,55910,58.20109580085134,81900,12.060745316598204,49708,3.7781658487702083,10255,28.036725673150038,39453,2.747806001256833,11325,1.0791075349632315,2929,5.966500614700218,8396,3.42,2.5,5.2,63.69,63.34,64.37,1.42,0.56,3.06
Uttar Pradesh.xlsx,27. Gautam Buddha Nagar,851,874,836,Not available,Not available,Not available,Not available,Not available,Not available,74,71.5,79.6,51.7,48.3,59.4,12.4,14.2,8.4,56.7,54.1,63.1,37.9,33.5,51.8,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.3,20.9,22.4,23.4,22.8,25,5.1,6.1,2.2,15.9,19.3,7.4,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,80.12,88.06,70.82,104.2,71.7,80.4,51.6,4.4,Not available,30,22,27,14,48.3,51.9,60.4,57.5,23.2,73.7,100,100,100,100,99.9,99.6,83.9,78.8,Not available,Not available,Not available,316278,109179,207099,81.44290782159999,257586,57.06042370785591,62298,94.2969304535512,195288,0.14860344380576582,470,0.30042407422672857,328,0.0685662412662543,142,0.23555226730913945,745,0.3315655941160846,362,0.18493570707729154,383,Not available,Not available,Not available,316278,109179,207099,84.36818242179348,266838,78.58745729490103,85801,87.4156804233724,181037,42.90244658180462,135691,27.212192820963736,29710,51.1740761664711,105981,5.614996933077862,17759,5.394810357303145,5890,5.731075475980087,11869,7.81,5.05,9.27,69.55,74.85,66.76,16.81,4.27,23.43
Uttar Pradesh.xlsx,28. Ghaziabad,881,880,882,Not available,Not available,Not available,Not available,Not available,Not available,71.5,68.4,73.4,52.6,49,54.8,11.5,14.4,9.7,62.6,59.8,64.7,45.9,38.7,51.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.4,21.5,23,24.7,23.7,25.4,1.2,2.1,0.5,7.3,11.5,4.5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,78.07,85.42,69.79,63.5,38.8,56,28.8,3.6,19.58,46,30,39,23,49,50.9,74,57.2,12.5,44.5,100,100,99.8,100,99.8,99.7,68.3,59.1,Not available,Not available,Not available,829843,242727,587116,83.7664473882409,695130,64.46584022379052,156476,91.7457538203694,538654,0.26752048279011814,2220,0.21505642141170944,522,0.28921030937668196,1698,0.42984034329385196,3567,0.2513111437952927,610,0.5036483420652819,2957,Not available,Not available,Not available,829843,242727,587116,81.89573208426172,679606,79.48930279696943,192942,82.8906042417512,486664,33.55008115993025,278413,12.87866615580467,31260,42.09611047901948,247153,4.022086105444042,33377,3.0400408689597778,7379,4.428085761587148,25998,7.59,5.05,8.63,69.54,68.14,70.12,9.41,1.32,12.76
Uttar Pradesh.xlsx,29. Ghazipur,952,955,913,Not available,Not available,Not available,Not available,Not available,Not available,58.6,58.4,61,38.3,38,42,16.6,16.6,17.5,62.9,62.8,65.4,28.3,28.5,25.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.1,21,22.2,23.4,23,26.3,5.8,6.1,2.7,15.6,17.6,2.9,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.78,82.8,60.29,120.4,100.2,100,80.1,10.5,Not available,47,36,32,22,48.9,51.3,35.5,26.1,25.2,72.4,100,100,100.1,100,99.8,99.8,35.5,37.2,Not available,Not available,Not available,524961,485939,39022,20.14759191635188,105767,15.99377699670123,77720,71.87483983393983,28047,0.5169907859821967,2714,0.540191258573607,2625,0.2280764696837681,89,0.1840136695868836,966,0.16010239968391093,778,0.48177950899492594,188,Not available,Not available,Not available,524961,485939,39022,40.764742523730334,213999,38.18462811175888,185554,72.89477730510994,28445,5.957775910972434,31276,2.8931614873471774,14059,44.12126492747681,17217,0.8945426422153265,4696,0.7391874288748176,3592,2.82917328686382,1104,4.5,4.41,5.51,65.07,64.81,68.32,1.01,0.84,3.14
Uttar Pradesh.xlsx,30. Gonda,922,923,906,Not available,Not available,Not available,Not available,Not available,Not available,48.7,48.1,58.7,21.2,20.1,38.3,40.6,41.6,21.9,50.7,49.7,72.9,26.8,26.4,42.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.9,20.7,24,22.3,22,26.7,13.6,14.4,2.9,31.9,34.3,4.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,58.71,69.41,47.09,97.2,67.9,85.5,53.8,3.5,1.3,43,30,30,24,48.7,54.1,40.2,28.9,24.6,75.4,99.9,100,99.8,100,99.2,98.9,17.5,16,Not available,Not available,Not available,535561,500060,35501,19.434574212834764,104084,15.071391433028037,75366,80.89349595786034,28718,0.3200382402751507,1714,0.3349598048234212,1675,0.10985606039266499,39,0.14433463228278384,773,0.12038555373355198,602,0.4816765724909158,171,Not available,Not available,Not available,535561,500060,35501,53.78864405735294,288071,51.27024757029156,256382,89.26227430213234,31689,12.741032300708977,68236,10.929488461384635,54654,38.25807723726092,13582,6.960925086031283,37280,7.082550093988721,35417,5.247739500295767,1863,2.33,2.14,4.96,60.54,59.88,69.87,0.81,0.54,4.56
Uttar Pradesh.xlsx,31. Gorakhpur,950,961,904,Not available,Not available,Not available,Not available,Not available,Not available,61.5,57.7,69.6,47.3,43,56.5,12.9,16.2,5.3,54.6,53.6,57.6,26.3,22.7,38.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,22.3,21.5,23.7,25.2,23.9,26.6,3.7,5.1,1.3,11.6,19.3,3.2,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,70.83,81.8,59.36,85.8,62.9,74.1,44.9,8.6,9.7,35,27,31,25,51.5,54.4,44.9,38.6,15.4,60,100,100,100.2,100,99.7,98.9,34.4,38.8,Not available,Not available,Not available,695366,559062,136304,42.65652907965014,296619,31.80416483323853,177805,87.16838830848691,118814,0.2805716701708165,1951,0.2949583409353524,1649,0.22156356379856793,302,0.18350048751305068,1276,0.1459587666484218,816,0.33748092499119614,460,Not available,Not available,Not available,695366,559062,136304,56.152299652269456,390464,48.79226275439933,272779,86.34009273388895,117685,14.863108061078625,103353,10.54677298761139,58963,32.56690926165043,44390,5.1511002838792805,35819,4.843291083994262,27077,6.413604883202254,8742,4.01,3.27,7.07,71.73,71.2,73.88,2.1,0.96,6.78
Uttar Pradesh.xlsx,32. Hamirpur,861,858,871,Not available,Not available,Not available,Not available,Not available,Not available,69.9,69.8,70.1,39,38.4,41.3,17,18.7,11,66.2,65.3,70.2,41.1,39.7,48.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.6,21.3,22.9,25,24.9,25.4,2.6,3.1,0.8,9.6,11.1,4.9,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,68.77,79.76,55.95,115.4,84.6,100,67.1,4.9,7.37,34,25,30,24,47.6,51,33.1,23.9,10.7,55.2,99.8,100,79.7,82.1,98.3,97.6,43,41.5,Not available,Not available,Not available,209558,171971,37587,26.689031198999803,55929,18.142593809421356,31200,65.79136403543778,24729,0.41038757766346307,860,0.46577620645341367,801,0.15696916487083298,59,0.09353019211864974,196,0.03954155061027731,68,0.3405432729401123,128,Not available,Not available,Not available,209558,171971,37587,22.51548497313393,47183,13.237115560181659,22764,64.96661079628595,24419,12.676681396081277,26565,5.144472033075344,8847,47.1386383590071,17718,0.9066702297216045,1900,0.5768414441969867,992,2.4157288424189214,908,2.35,1.99,4.02,62.04,60.56,68.85,0.57,0.29,1.87
Uttar Pradesh.xlsx,33. Hardoi,868,863,899,Not available,Not available,Not available,Not available,Not available,Not available,54.7,53.1,65.4,31.7,29.8,43.5,30.9,32.3,21.5,51.6,50.2,61.4,32.4,30.8,47.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.9,20.7,22,23.2,22.9,24.8,5.5,6,2.2,23.6,26.4,7.6,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,64.57,74.39,53.19,132.7,80.6,100,69,5.1,11.77,47,46,40,35,47.2,50.4,39.8,32.6,21.4,59.2,100,100,100.1,100,98.7,96.7,19.8,19.4,Not available,Not available,Not available,708721,619495,89226,13.476106958873801,95508,6.540327201995173,40517,61.63113890570013,54991,1.1508054650560657,8156,1.2900830515177686,7992,0.18380292739784368,164,0.1217686508513223,863,0.06440729949394265,399,0.5200277945890212,464,Not available,Not available,Not available,708721,619495,89226,50.9414847309449,361033,47.367129678205636,293437,75.7581870755161,67596,9.460986763479564,67052,7.1453361205498025,44265,25.538520162284534,22787,3.592245749737908,25459,3.655073890830435,22643,3.156030753367852,2816,2.17,1.87,4.23,51.11,49.68,61.06,0.54,0.31,2.16
Uttar Pradesh.xlsx,34. Hathras,871,867,887,Not available,Not available,Not available,Not available,Not available,Not available,63.2,62.8,64.5,33.5,32.1,37.5,20.5,21.8,16.6,61.7,61.2,63.6,29.5,26.8,40.7,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.3,21,22.2,23.4,22.9,24.7,3.7,4.4,1.7,17.1,20.7,7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.59,82.38,59.23,106.2,78.3,96.5,60.1,37.2,27.45,43,27,27,19,47.8,50.4,42.5,37.9,29.4,61,100,100,99.9,100,96.5,94.2,46.3,40.2,Not available,Not available,Not available,259914,204968,54946,51.77828050816808,134579,43.110144022481556,88362,84.11349324791614,46217,0.37820202066837494,983,0.4205534522462043,862,0.22021621228114877,121,0.4193694837523181,1090,0.3761562780531595,771,0.5805700141957558,319,Not available,Not available,Not available,259914,204968,54946,46.076394499719136,119759,38.50601069435229,78925,74.31660175444982,40834,10.67699315927576,27751,6.910834862027243,14165,24.72609471117097,13586,2.11723877898074,5503,1.5846376019671364,3248,4.104029410694136,2255,3.53,3.57,3.36,66.65,65.86,69.58,1.19,0.81,2.59
Uttar Pradesh.xlsx,35. Jalaun,865,859,883,Not available,Not available,Not available,Not available,Not available,Not available,62.7,63.3,60.7,49,49.4,47.9,23.3,23,24.1,62.4,62.2,63.1,43.5,39.8,56.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.5,21.1,22.3,23.5,23.1,24.5,4.7,4.5,5.2,18.6,21.5,11.1,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,73.75,83.48,62.46,104.2,82.8,91.8,65.4,8.3,9.33,35,24,28,21,48.6,51.5,34.3,23.4,10.4,63.4,74.3,80.8,73.1,78.7,96.6,94.5,37.5,38.1,Not available,Not available,Not available,287219,216920,70299,36.27058098524123,104176,26.059376728747925,56528,67.77905802358497,47648,0.39551700966858044,1136,0.48036142356629175,1042,0.13371456208480917,94,0.14588171395346408,419,0.06592292089249494,143,0.392608714206461,276,Not available,Not available,Not available,287219,216920,70299,37.55357410199186,107861,26.61764705882353,57739,71.29831149802985,50122,11.627016318558313,33395,4.2854508574589705,9296,34.28071523065762,24099,1.2436503156128251,3572,0.547206343352388,1187,3.392651389066701,2385,3.12,2.88,3.84,64.18,63.21,67.18,0.77,0.45,1.76
