State,District,A.1-total,A.1-rural,A.1-urban,A.2-total,A.2-rural,A.2-urban,A.3-total,A.3-rural,A.3-urban,A.4-total,A.4-rural,A.4-urban,A.5-total,A.5-rural,A.5-urban,A.6-total,A.6-rural,A.6-urban,A.7-total,A.7-rural,A.7-urban,A.8-total,A.8-rural,A.8-urban,A.9-total,A.9-rural,A.9-urban,A.10-total,A.10-rural,A.10-urban,A.11-total,A.11-rural,A.11-urban,A.12-total,A.12-rural,A.12-urban,A.13-total,A.13-rural,A.13-urban,A.14-total,A.14-rural,A.14-urban,A.15-total,A.15-rural,A.15-urban,A.16-total,A.16-rural,A.16-urban,A.17-total,A.17-rural,A.17-urban,A.18-total,A.18-rural,A.18-urban,A.19-total,A.19-rural,A.19-urban,A.20-total,A.20-rural,A.20-urban,A.21-total,A.21-rural,A.21-urban,A.22-total,A.22-nan,A.23-total,A.23-nan,A.24-total,A.24-nan,A.25-total,A.25-nan,B.1-total,B.1-male,B.1-female,B.2-primary,B.2-upper,B.3-primary,B.3-upper,B.4-primary,B.4-upper,B.5-primary,B.5-upper,B.6-primary,B.6-upper,B.7-primary,B.7-upper,B.8-primary,B.8-upper,B.9-primary,B.9-upper,B.10-primary,B.10-upper,B.11-primary,B.11-upper,B.12-primary,B.12-upper,B.13-primary,B.13-upper,C.1-total,C.1-rural,C.1-urban,C.2-total,C.2-rural,C.2-urban,C.3-ptotal,C.3-ntotal,C.3-prural,C.3-nrural,C.3-purban,C.3-nurban,C.4-ptotal,C.4-ntotal,C.4-prural,C.4-nrural,C.4-purban,C.4-nurban,C.5-ptotal,C.5-ntotal,C.5-prural,C.5-nrural,C.5-purban,C.5-nurban,D.1-total,D.1-rural,D.1-urban,D.2-total,D.2-rural,D.2-urban,D.3-ptotal,D.3-ntotal,D.3-prural,D.3-nrural,D.3-purban,D.3-nurban,D.4-ptotal,D.4-ntotal,D.4-prural,D.4-nrural,D.4-purban,D.4-nurban,D.5-ptotal,D.5-ntotal,D.5-prural,D.5-nrural,D.5-purban,D.5-nurban,E.1-total,E.1-rural,E.1-urban,E.2-total,E.2-rural,E.2-urban,E.3-total,E.3-rural,E.3-urban
Madhya Pradesh.xlsx,31.Narsinghpur,920,920,918,Not available,Not available,Not available,Not available,Not available,Not available,75.1,77.5,61.8,73.6,75.9,61.1,19.3,18,26,90.4,90,92.9,37.9,37.3,42.9,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.2,20.9,22.5,24.5,24.2,26.1,6.3,7.4,1.1,10.7,11.6,5.8,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,75.69,83.64,67.06,104.1,103.4,88.7,76,1.6,10.21,22,43,19,31,50.2,52.2,37,35.9,4.3,34.1,94.1,89.9,95.7,97.3,100,100,11,24.7,Not available,Not available,Not available,247616,204994,42622,69.52054794520548,172144,65.56679707698761,134408,88.53643658204683,37736,0.35215818040837427,872,0.40440208006087985,829,0.10088686593777861,43,0.31985009046265184,792,0.30683824892435874,629,0.3824316080897189,163,Not available,Not available,Not available,247616,204994,42622,28.453330964073402,70455,22.0455232836083,45192,59.27220684153723,25263,9.05838071853192,22430,4.313784793701279,8843,31.87790343015344,13587,3.634660118893771,9000,2.8600837097671152,5863,7.36004880108864,3137,2.83,2.54,4.2,30.51,26.33,50.63,0.65,0.26,2.49
Madhya Pradesh.xlsx,32.Neemuch,954,969,921,Not available,Not available,Not available,Not available,Not available,Not available,62.6,60.8,66.3,58.8,56.9,62.7,22.3,21.6,23.6,87.1,85.2,90.4,55,56,52.4,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.7,19.9,22,22.7,21.7,24.4,15.9,22.8,4.7,27,36.1,13.5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,70.8,83.91,57.13,100.1,93.1,86.6,69.5,6,8.13,18,32,14,21,52.1,53.3,36.8,30.5,4.7,22.5,98.4,99.7,98.8,99.7,95.8,95.2,16.5,38.1,Not available,Not available,Not available,175666,129968,45698,82.68987738093882,145258,78.29157946571463,101754,95.198914613331,43504,0.08652784261040838,152,0.09309983996060568,121,0.06783666681255197,31,0.32789498252365284,576,0.3423919734088391,445,0.28666462427239703,131,Not available,Not available,Not available,175666,129968,45698,28.865005180285312,50706,18.87156838606426,24527,57.28697098341284,26179,15.543702253139479,27305,6.7278099224424475,8744,40.61665718412185,18561,10.295105484271287,18085,10.189431244614058,13243,10.595649700205698,4842,3.75,3.1,5.57,50.08,46.74,59.6,1.11,0.39,3.14
Madhya Pradesh.xlsx,33.Panna,905,906,899,Not available,Not available,Not available,Not available,Not available,Not available,61.9,62,61.8,56.3,57.3,51.2,30.9,31.2,29.4,78.4,76.8,88.8,44,44.9,32.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20,19.8,21.1,22.8,22.5,24.4,14.3,14.6,12.9,21.6,23.7,11.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,64.79,74.14,54.44,122.7,91.5,94.4,65.8,9.9,5.95,28,33,24,28,49.2,54.2,29.1,22,0.9,15.5,98.6,82,80.9,66,98.2,97,11.1,18.16,Not available,Not available,Not available,233654,209035,24619,32.568241930375684,76097,27.2413710622623,56944,77.79763597221658,19153,0.28632079913033803,669,0.2999497691774105,627,0.17059994313335228,42,0.06334152207965625,148,0.06171215346712273,129,0.07717616475080223,19,Not available,Not available,Not available,233654,209035,24619,11.088618213255499,25909,7.310259047527926,15281,43.169909419554,10628,3.134977359685689,7325,0.7027531274666922,1469,23.786506356878835,5856,0.7493986835235006,1751,0.3736216423087043,781,3.940046305698851,970,1.09,0.76,3.87,33.55,30.55,59.07,0.28,0.11,1.73
Madhya Pradesh.xlsx,34.Raisen,901,904,892,Not available,Not available,Not available,Not available,Not available,Not available,47,45.3,52.3,41.9,39.9,48,44.3,45.7,40,79.3,76.4,91.3,44.4,43.7,52,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.3,20.8,22.6,23.8,23.3,25.4,6,6.9,3,13.7,16,6.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,72.98,80.81,64.24,99.9,88.1,83.6,65.3,6.7,10.2,22,33,21,26,50.4,54,33.9,32.5,3.7,19.7,99.4,99.8,99.8,100,96.1,93.8,27.3,32.6,Not available,Not available,Not available,274210,214616,59594,70.884723387185,194373,65.35859395385246,140270,90.78598516629191,54103,0.6312680062725647,1731,0.7795318149625377,1673,0.09732523408396819,58,0.20349367273257724,558,0.22505311812725987,483,0.12585159579823474,75,Not available,Not available,Not available,274210,214616,59594,25.74340833667627,70591,18.99159428933537,40759,50.05873074470585,29832,6.016191969658291,16497,1.7109628359488576,3672,21.520622881498138,12825,3.699354509317676,10144,1.917378014686696,4115,10.116790280900762,6029,1.33,1.17,1.89,46.14,40.84,65.26,0.42,0.16,1.32
Madhya Pradesh.xlsx,35.Rajgarh,956,958,950,Not available,Not available,Not available,Not available,Not available,Not available,62.9,62.1,67.3,59.8,58.7,65.6,23.1,23.3,22,89.1,88,96.1,57.5,55.8,92.3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,19.5,19.3,21,21.8,21.5,23.7,24.6,26.4,13.2,39.8,42.9,19.7,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,61.21,73.02,48.95,109,89.3,89,65.8,6.4,7.25,25,36,21,29,52.7,55.6,28.3,26.7,2.4,20.2,63.2,68,38.4,42,96.8,95.6,11.5,14.6,Not available,Not available,Not available,341848,289795,52053,67.6119210877349,231130,63.2208975310133,183211,92.05809463431503,47919,0.20974234162551778,717,0.23188805880018634,672,0.08645034868307303,45,0.09331632772460274,319,0.08109180627685088,235,0.161373984208403,84,Not available,Not available,Not available,341848,289795,52053,10.475708502024291,35811,4.472126848289308,12960,43.89948706126448,22851,5.14907210222087,17602,0.8302420676685243,2406,29.193322190843947,15196,1.9760244319112588,6755,0.5176072741075588,1500,10.095479607323304,5255,2.41,2.16,3.8,39.82,35.44,64.16,0.47,0.23,1.81
Madhya Pradesh.xlsx,36.Ratlam,971,975,962,Not available,Not available,Not available,Not available,Not available,Not available,60.8,62.5,58.9,56.5,57.4,55.5,21.3,20.6,22.2,93.7,92.7,95.2,52.9,43.6,74.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.8,19.5,22.2,22.8,20.9,25,14.6,22.8,5.4,27,45.8,8.8,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,66.78,77.54,55.77,107.1,83.1,92.3,60.7,7.8,10.22,27,34,20,25,50.3,51.2,33.8,74.5,6.4,31.7,85.3,82.2,86.2,90.7,87.9,90.7,10,18.5,Not available,Not available,Not available,293116,211063,82053,72.94893489267048,213825,63.98373945220147,135046,96.0098960428016,78779,0.11463038523997326,336,0.1383473180993353,292,0.053623877250070076,44,0.44316925722239664,1299,0.541070675580277,1142,0.19133974382411367,157,Not available,Not available,Not available,293116,211063,82053,21.444069924534997,62856,6.752960016677485,14253,59.23366604511718,48603,13.758034361822624,40327,2.1709157929149114,4582,43.56330664326716,35745,3.584587671774997,10507,2.0216712545543274,4267,7.604840773646301,6240,2.36,1.51,4.53,43.41,35.34,64.17,1.24,0.19,3.96
Madhya Pradesh.xlsx,37.Rewa,931,935,910,Not available,Not available,Not available,Not available,Not available,Not available,52.3,52.1,53.2,47.4,47.6,46.4,35.3,37.1,26.5,82.2,81.5,86.7,37.9,38.6,31.3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.1,19.8,21.1,22.4,22.2,23.5,12.5,13.3,8.1,22.2,22.7,19.6,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,71.62,81.43,61.16,121,97.7,100,80.1,4.3,6.38,29,36,19,30,50.5,55.5,28.5,22.7,1.5,23,100,99.9,83.3,92.8,97.2,97.7,20,26.4,Not available,Not available,Not available,540373,467403,72970,46.47382456192297,251132,40.728236660868674,190365,83.27668905029464,60767,0.2603757034492841,1407,0.2723559754644279,1273,0.18363711114156503,134,0.1117746445510786,604,0.09328138672622983,436,0.2302316020282308,168,Not available,Not available,Not available,540373,467403,72970,22.08437505204738,119338,17.62761471364112,82392,50.63176647937509,36946,3.6667265018792574,19814,0.3600747106886349,1683,24.847197478415787,18131,0.5003950974604578,2704,0.11510409646493497,538,2.968343154721118,2166,2.76,2.39,5.13,39.32,36.56,56.96,0.63,0.2,3.41
Madhya Pradesh.xlsx,38.Sagar,893,888,905,Not available,Not available,Not available,Not available,Not available,Not available,63.5,64.2,62.1,51.2,48.5,56.6,17.3,17.3,17.3,72.1,65.2,90.5,25.7,26.9,14,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.7,19.9,22.1,24.1,23.2,25.7,8.2,11.2,3.2,14.1,19.2,5,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,76.46,84.85,67.02,110.6,102.3,93.2,76,2.6,5.17,32,44,24,33,49.8,52.6,33.4,37.1,5.9,37.2,99.8,99.6,100.2,99.6,98.4,96.5,6.6,18.6,Not available,Not available,Not available,509355,376804,132551,71.95256746277154,366494,65.51018566681883,246845,90.26638803177644,119649,0.12682706560257578,646,0.144902920351164,546,0.07544265980641414,100,0.2259720627067566,1151,0.21841594038279846,823,0.2474519241650384,328,Not available,Not available,Not available,509355,376804,132551,21.112387234836213,107537,10.724673835734228,40411,50.64163982165355,67126,10.017963895514916,51027,1.1669196717656924,4397,35.17891226773091,46630,1.505825995621914,7670,0.9999893844014394,3768,2.9437725856462795,3902,2.06,1.4,3.94,37.58,30.48,57.75,0.89,0.19,2.88
Madhya Pradesh.xlsx,39.Satna,926,932,901,Not available,Not available,Not available,Not available,Not available,Not available,58.8,56.9,63.7,52.8,50.6,58.3,28.7,29.2,27.6,76.6,74.7,82.4,20.4,16.8,36.5,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.4,20.2,21.2,22.9,22.7,23.6,9.3,10,7.2,22,23.6,17.4,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,72.26,81.37,62.45,115.4,105.3,98.8,81.3,1.8,4.89,28,38,23,34,50.2,54.2,34.1,49.8,7.6,35.9,92.4,87.6,89.6,84.8,100,100,7.4,16.3,Not available,Not available,Not available,478753,390426,88327,61.55616779424881,294702,55.74705578009661,217651,87.23380166879889,77051,0.161252253249588,772,0.17544938093262233,685,0.09849762813182832,87,0.11697054639866486,560,0.09092632150522763,355,0.23209211226465293,205,Not available,Not available,Not available,478753,390426,88327,19.41523081839696,92951,12.496350140615634,48789,49.99830176503221,44162,4.8762096529943415,23345,0.611895724157715,2389,23.725474656673498,20956,1.0688183677178003,5117,0.33501867191221896,1308,4.312384661541771,3809,2.09,1.7,3.83,39.71,35.5,58.29,0.78,0.26,3.11
Madhya Pradesh.xlsx,40.Sehore,918,916,924,Not available,Not available,Not available,Not available,Not available,Not available,60.6,59.9,63.4,58.6,58,61.4,21.6,21.4,22.3,92.4,90.9,98.1,68,68.7,57.1,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,20.5,20,22.3,23.5,22.7,26.1,6.8,7.7,3,16.3,19.2,6.3,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,70.06,80.83,58.33,107,94.5,89.2,76.6,6.6,7.03,25,35,22,24,51.4,55,26.8,29.7,6.9,33.3,82.1,62.1,85.7,77.1,99.4,90.3,13.4,20.6,Not available,Not available,Not available,251586,206935,44651,84.3202721932063,212138,82.07118177205402,169834,94.74367875299545,42304,0.07909820101277495,199,0.08650059197332496,179,0.04479182997021343,20,0.16892831874587616,425,0.14642278976490203,303,0.2732301628183019,122,Not available,Not available,Not available,251586,206935,44651,21.86568410006916,55011,15.659989851885857,32406,50.62596582383373,22605,5.726073787889628,14406,1.6870031652451254,3491,24.44514120624398,10915,3.636132376205353,9148,2.507067436634692,5188,8.86878233410226,3960,5.69,5.64,5.85,47.61,43.47,66.8,0.62,0.27,2.24
Madhya Pradesh.xlsx,41.Seoni,982,985,961,Not available,Not available,Not available,Not available,Not available,Not available,72,73.1,62.4,70.3,71.2,62.2,16.2,14.7,29.9,85.8,85.2,93.2,27.4,26.1,58.3,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,21.9,21.7,24,24.4,24.1,28.2,2.7,3,0,9.6,10.5,2,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,72.12,80.45,63.67,100.8,108.9,84.3,76.8,3,2.79,19,37,16,31,49.8,52,35,27.2,2,34.3,100,98.5,100.6,88,85.3,79.8,6.2,16.4,Not available,Not available,Not available,313274,277982,35292,73.00158966272336,228695,70.57471347065636,196185,92.11719369828857,32510,0.07597183296411449,238,0.07446525314588714,207,0.0878386036495523,31,0.12449165905884306,390,0.13130346569202322,365,0.07083758358834863,25,Not available,Not available,Not available,313274,277982,35292,19.492520924175004,61065,14.810671194537775,41171,56.36971551626431,19894,6.915352056027631,21664,2.202660603923995,6123,44.03547546186105,15541,2.993545586291872,9378,3.0365275449489535,8441,2.654992632891307,937,1.74,1.54,3.37,23.27,19.43,53.59,0.38,0.12,2.44
Madhya Pradesh.xlsx,42.Singrauli,920,929,885,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,Not available,Not applicable,60.41,71.34,48.53,119.6,96.1,95.1,76.1,7.9,4.51,55,78,29,45,49.2,54.3,25.2,19.5,20,46.9,95,89.5,96.4,92.5,93.5,91.7,5.8,12.2,Not available,Not available,Not available,237186,193734,43452,30.815899757995837,73091,20.186957374544477,39109,78.20583632514038,33982,0.22977747421854577,545,0.2389874776755758,463,0.1887139832458805,82,0.6088049041680369,1444,0.6627644089318344,1284,0.3682224063334254,160,Not available,Not available,Not available,237186,193734,43452,20.582580759404014,48819,12.928035347435143,25046,54.710945411028256,23773,5.931210105149545,14068,0.1930482001094284,374,31.515235202062048,13694,0.44395537679289676,1053,0.08878152518401519,172,2.0275246248734233,881,1.09,0.58,3.37,31.95,24.47,65.3,1.11,0.08,5.69
